iter	Logloss
285	0.1592758681
286	0.1592412871
287	0.1591172673
288	0.1589739985
289	0.1589710512
290	0.1589179678
291	0.1588182289
292	0.1587037643
293	0.1586319794
294	0.1585472997
295	0.1585131882
296	0.1584697
297	0.1584015106
298	0.158339434
299	0.1583179649
300	0.1582490271
301	0.1580815543
302	0.1580393912
303	0.1579388365
304	0.1578811395
305	0.1578262264
306	0.1577559351
307	0.1577242617
308	0.1576467246
309	0.1574982511
310	0.1574854985
311	0.1574438429
312	0.1573758342
313	0.1572503173
314	0.1571383952
315	0.1570798261
316	0.1570417043
317	0.1569563325
318	0.1569016481
319	0.1567998062
320	0.1566616098
321	0.1565320025
322	0.1565051552
323	0.1564200483
324	0.1563614888
325	0.1561944946
326	0.1561403977
327	0.1560682418
328	0.1560343225
329	0.1559768785
330	0.1558581457
331	0.1558260907
332	0.1557897593
333	0.1557423965
334	0.1557302945
335	0.1557149686
336	0.1556603145
337	0.1556555046
338	0.1556104384
339	0.1555928075
340	0.1555572807
341	0.1555345988
342	0.1555077179
343	0.1555036016
344	0.1554064243
345	0.1553452021
346	0.1552856799
347	0.1552372401
348	0.1551962474
349	0.1551948803
350	0.1551149981
351	0.1550590875
352	0.1550167857
353	0.1549556156
354	0.1548999541
355	0.1548577405
356	0.1547698117
357	0.1547284978
358	0.1546285306
359	0.1545919347
360	0.1545263831
361	0.154440721
362	0.1543963982
363	0.1543382991
364	0.1542910095
365	0.1542349466
366	0.1541921618
367	0.1541308734
368	0.1541007235
369	0.1540575259
370	0.1540055659
371	0.1539477853
372	0.1538885087
373	0.1538511512
374	0.1538229025
375	0.1537550517
376	0.1537079094
377	0.1536642474
378	0.1536121114
379	0.153582042
380	0.1535577652
381	0.1535132289
382	0.1535033769
383	0.1534126993
384	0.1533226146
385	0.1532761792
386	0.153224816
387	0.1531855299
388	0.1531434789
389	0.1531335575
390	0.1530874035
391	0.1530215745
392	0.1529660586
393	0.152883435
394	0.1528465722
395	0.1528346135
396	0.1527957439
397	0.1527568359
398	0.1527261552
399	0.1526789923
400	0.1526463286
401	0.1526068168
402	0.152562322
403	0.1524948968
404	0.1524677122
405	0.1524336389
406	0.1523790356
407	0.1523340305
408	0.1522995404
409	0.152252004
410	0.1521574873
411	0.152142272
412	0.1520401177
413	0.1519949675
414	0.1519723774
415	0.1519526813
416	0.1519337421
417	0.1519225815
418	0.1518904192
419	0.1518552718
420	0.1518271324
421	0.1517469162
422	0.1516925558
423	0.1516506103
424	0.1516186047
425	0.1515420437
426	0.1514535245
427	0.151429403
428	0.1513783472
429	0.1513579634
430	0.1513101319
431	0.1512546878
432	0.1512029482
433	0.1511667301
434	0.1511274195
435	0.1510924412
436	0.1510071342
437	0.1509791534
438	0.1509426398
439	0.1509065504
440	0.1508309779
441	0.1508077817
442	0.150753395
443	0.1506642031
444	0.1505736698
445	0.1505302748
446	0.1505023307
447	0.1504676451
448	0.1504470259
449	0.1504046568
450	0.1503628436
451	0.1503541249
452	0.1503008158
453	0.1502754018
454	0.1502361602
455	0.1501677905
456	0.1501648515
457	0.1501226443
458	0.1500783445
459	0.1500370566
460	0.1499974362
461	0.1499689937
462	0.1499233292
463	0.1499054284
464	0.1497461929
465	0.1496990459
466	0.1496326325
467	0.1495888034
468	0.1495650846
469	0.1494929981
470	0.1494377484
471	0.1493499337
472	0.1493302968
473	0.1492984812
474	0.1492565987
475	0.1492547193
476	0.1492107207
477	0.1491610394
478	0.1491388093
479	0.1490912026
480	0.1490499697
481	0.149019495
482	0.1489516766
483	0.1489197602
484	0.1488817034
485	0.1488236416
486	0.1487950814
487	0.1487665703
488	0.1487456173
489	0.1487158037
490	0.1486818072
491	0.1486376976
492	0.1486015328
493	0.1485587712
494	0.1485141503
495	0.1484756362
496	0.1484362069
497	0.1483817371
498	0.1483810019
499	0.1483610517
500	0.1483371417
501	0.1482515257
502	0.1482193709
503	0.1481837473
504	0.1481598312
505	0.1481311417
506	0.1481143164
507	0.1480601848
508	0.1480227268
509	0.147966243
510	0.1479140358
511	0.1478806378
512	0.1478464326
513	0.147801053
514	0.1477530948
515	0.1477085443
516	0.1476489547
517	0.1476294314
518	0.1476078995
519	0.1475457596
520	0.1475259067
521	0.1474982406
522	0.1474403744
523	0.1474132644
524	0.1473914188
525	0.1473453166
526	0.1472980146
527	0.1472488939
528	0.1472149443
529	0.147186047
530	0.1471491205
531	0.1471090393
532	0.1470804363
533	0.1470632265
534	0.1470072998
535	0.1469601389
536	0.1469075322
537	0.1468785332
538	0.1468205695
539	0.1467801702
540	0.1467390106
541	0.1467129423
542	0.1466876732
543	0.1466507962
544	0.1465920773
545	0.1465504434
546	0.1465024991
547	0.1464784018
548	0.1464465081
549	0.1464174945
550	0.1463495454
551	0.1463124804
552	0.1463003219
553	0.1462760767
554	0.1462643463
555	0.1462127717
556	0.1461812399
557	0.1461267165
558	0.1460635145
559	0.1460268544
560	0.1459826174
561	0.1459271547
562	0.1459097698
563	0.1458670849
564	0.1458210748
565	0.1458012311
566	0.1457742463
567	0.1457415871
568	0.145730731
569	0.1456849854
570	0.1456588194
571	0.1456254504
572	0.1454743869
573	0.1454562459
574	0.1453942685
575	0.1453506498
576	0.1453169833
577	0.1452855976
578	0.1452468241
579	0.1452069803
580	0.1451386532
581	0.1451132764
582	0.1450829629
583	0.1450608528
584	0.1449991277
585	0.1449514295
586	0.1449412485
587	0.1449042948
588	0.1448518212
589	0.144826808
590	0.1446985918
591	0.1446590615
592	0.1446264306
593	0.1445858829
594	0.1445447671
595	0.1445092803
596	0.1444705586
597	0.1444416803
598	0.1444132689
599	0.1444007768
600	0.1443705587
601	0.1443552792
602	0.1443502104
603	0.1442897745
604	0.1442892493
605	0.1442521955
606	0.1442277253
607	0.1441959675
608	0.1441767442
609	0.1441343277
610	0.1441060864
611	0.144068333
612	0.1440475023
613	0.1440116081
614	0.1439798261
615	0.1439397001
616	0.1439067892
617	0.1438736368
618	0.1438307929
619	0.1437978776
620	0.1437680222
621	0.1437332443
622	0.1437113064
623	0.1436841185
624	0.143617356
625	0.1435977171
626	0.1435776114
627	0.1435529497
628	0.1435100134
629	0.1434704464
630	0.1434375818
631	0.1434119254
632	0.1433622048
633	0.1433389187
634	0.1432945812
635	0.1432581003
636	0.1432423253
637	0.1432196741
638	0.1431882149
639	0.1431412582
640	0.143108354
641	0.1430814773
642	0.1430371262
643	0.1429646491
644	0.1429179712
645	0.142883564
646	0.1428817659
647	0.1428530697
648	0.1428232112
649	0.1427287891
650	0.1426664373
651	0.1426242965
652	0.1425812219
653	0.1425400886
654	0.142505821
655	0.1424646486
656	0.1424283705
657	0.1423981947
658	0.1423736005
659	0.1423290252
660	0.1422800753
661	0.1422261108
662	0.1421692424
663	0.1421281951
664	0.1421090403
665	0.1420782317
666	0.1420506824
667	0.1419991996
668	0.1419450541
669	0.1418990044
670	0.1418658325
671	0.1418372213
672	0.141795303
673	0.1417706149
674	0.1417260786
675	0.1416837451
676	0.1416530095
677	0.1416197485
678	0.1415917712
679	0.1415614346
680	0.1415351064
681	0.1414892031
682	0.1414503478
683	0.1414245073
684	0.1414075783
685	0.1413691249
686	0.1413392417
687	0.1413138357
688	0.1412787663
689	0.1412258159
690	0.1412006804
691	0.1411908923
692	0.1411572076
693	0.1411228674
694	0.141081059
695	0.1410449871
696	0.1410106601
697	0.1409709612
698	0.1409382359
699	0.1409047142
700	0.1408711885
701	0.1408410863
702	0.1408082215
703	0.1407701559
704	0.1407292013
705	0.1406977251
706	0.1406595297
707	0.1406301288
708	0.1405956973
709	0.1405630243
710	0.1405514806
711	0.1405224386
712	0.140496354
713	0.1404634117
714	0.1404291494
715	0.1403887108
716	0.1403675489
717	0.140344467
718	0.1402926104
719	0.140244625
720	0.1402136465
721	0.1401757892
722	0.1401507192
723	0.1401197543
724	0.1400916039
725	0.1400655565
726	0.1399995773
727	0.1399606831
728	0.1399211882
729	0.139883476
730	0.1398418402
731	0.1398083076
732	0.1397849952
733	0.1397604816
734	0.1397241508
735	0.1396943699
736	0.1396673428
737	0.1396384854
738	0.1396236884
739	0.1396049243
740	0.1395735877
741	0.1395306029
742	0.1394992487
743	0.1394604182
744	0.1394080854
745	0.1393995576
746	0.1393705254
747	0.139281169
748	0.1392654077
749	0.1392336905
750	0.1392019124
751	0.1391768138
752	0.1391356142
753	0.1391070012
754	0.1390772991
755	0.1390464201
756	0.1390144169
757	0.1389872475
758	0.13895865
759	0.1389151347
760	0.1388927881
761	0.1388837706
762	0.1388600669
763	0.1388167486
764	0.1388164916
765	0.1387866522
766	0.138747214
767	0.1387259546
768	0.1387023452
769	0.1386835417
770	0.1386511966
771	0.1386355946
772	0.1386024368
773	0.1385722855
774	0.1385480286
775	0.1385287694
776	0.1385155927
777	0.1384681364
778	0.1384365075
779	0.1384041086
780	0.1383725195
781	0.1383449932
782	0.1383184121
783	0.138271241
784	0.1382375068
785	0.1382125241
786	0.1381769562
787	0.1381326868
788	0.1381015463
789	0.1380941907
790	0.1380540748
791	0.1380214605
792	0.137998285
793	0.1379636463
794	0.1379467937
795	0.1379069991
796	0.1378654751
797	0.1378295304
798	0.1377940637
799	0.1377602016
800	0.1377056267
801	0.1376832756
802	0.1376624438
803	0.137630826
804	0.1375837211
805	0.1375332253
806	0.1375162715
807	0.1374956577
808	0.1374820693
809	0.1374281555
810	0.1373978513
811	0.1373627292
812	0.1373128311
813	0.1372930991
814	0.1372667837
815	0.1372308429
816	0.1372080235
817	0.1371706602
818	0.1371459813
819	0.1371009641
820	0.1370526189
821	0.137022951
822	0.1369961276
823	0.1369652873
824	0.1369439923
825	0.1369195321
826	0.1368973634
827	0.1368863038
828	0.1368548033
829	0.1368277916
830	0.1368013951
831	0.1367792459
832	0.1367084583
833	0.13667959
834	0.1366670258
835	0.136637503
836	0.1366074101
837	0.1365715131
838	0.1365327936
839	0.1365006239
840	0.1364639342
841	0.1364274117
842	0.1363923409
843	0.1363740121
844	0.1363338684
845	0.1363096807
846	0.136271487
847	0.1362493123
848	0.1362068628
849	0.1361754851
850	0.1361524013
851	0.1361278654
852	0.1360934499
853	0.1360714116
854	0.1360601286
855	0.1360392424
856	0.1360289155
857	0.1359955049
858	0.1359745733
859	0.1359336872
860	0.1358916375
861	0.1358520473
862	0.135842309
863	0.135826117
864	0.1357851183
865	0.1357435062
866	0.1357055598
867	0.1356787694
868	0.1356376358
869	0.1356169678
870	0.1356023697
871	0.1355712045
872	0.1355499262
873	0.1355123083
874	0.1354770972
875	0.1354466086
876	0.1354312272
877	0.1354033839
878	0.1353475519
879	0.1353254278
880	0.1353034849
881	0.1352590441
882	0.135233973
883	0.1351983369
884	0.1351787067
885	0.1351646685
886	0.1351354992
887	0.1350994327
888	0.1350642341
889	0.1350381831
890	0.1350032185
891	0.1349913157
892	0.1349627239
893	0.1349339116
894	0.1349156189
895	0.1348805856
896	0.1348582493
897	0.1348307067
898	0.134790546
899	0.1347610117
900	0.1347189672
901	0.134681469
902	0.1346458947
903	0.1346240254
904	0.1345866158
905	0.1345734017
906	0.1345402449
907	0.1345150446
908	0.1344852709
909	0.1344453549
910	0.1344285943
911	0.1343820413
912	0.1343583046
913	0.134316577
914	0.1342899821
915	0.134274184
916	0.1342359891
917	0.1342102657
918	0.1341973854
919	0.1341877466
920	0.1341614123
921	0.1341291394
922	0.1341014252
923	0.1340878562
924	0.1340426352
925	0.1340253649
926	0.133991749
927	0.1339752687
928	0.1339385572
929	0.1339081948
930	0.1338903735
931	0.1338711006
932	0.1338449452
933	0.133811984
934	0.1337889153
935	0.1337690271
936	0.1337453519
937	0.1337256105
938	0.1337073804
939	0.1336745495
940	0.1336605229
941	0.1336400092
942	0.1336209034
943	0.1335899301
944	0.133554957
945	0.1335203552
946	0.1334911566
947	0.1334567297
948	0.1334258319
949	0.1334072067
950	0.1333727182
951	0.1333423888
952	0.1333120388
953	0.1332881956
954	0.1332596759
955	0.1332228731
956	0.133188168
957	0.1331548896
958	0.1331436689
959	0.1331278211
960	0.1331070453
961	0.1330770165
962	0.1330677703
963	0.1330334931
964	0.1330087872
965	0.1329475764
966	0.1329124992
967	0.1328779112
968	0.1328387761
969	0.132816249
970	0.1327868483
971	0.1327343472
972	0.1327053185
973	0.1326794093
974	0.1326567567
975	0.1326231525
976	0.1325966133
977	0.1325715552
978	0.1325659061
979	0.1325316637
980	0.1325121447
981	0.1324845269
982	0.1324579768
983	0.1324328251
984	0.1323762902
985	0.1323505262
986	0.1323289706
987	0.1323064041
988	0.132275797
989	0.1322489061
990	0.1322190455
991	0.1321956874
992	0.1321763338
993	0.132141648
994	0.1321094377
995	0.1320833393
996	0.1320494068
997	0.1320243464
998	0.1319850419
999	0.1319645197
